Date: 2023-12-13 9:59, Computer Name: BMA0005308, Username: moorjay5 - Ran Componet Tracking script. 
Date: 2025-02-15 22:52, Computer Name: BMA0005305, Username: ocondani - Ran PTX Health Check script. 
Date: 2025-02-15 22:52, Computer Name: BMA0005305, Username: ocondani - Ran PTX Health Check script. 
Date: 2025-02-15 23:58, Computer Name: BMA0005305, Username: ocondani - Ran IP Finder script. 
Date: 2025-02-16 6:33, Computer Name: BMA0005305, Username: welljaso - Ran IP Finder script. 
Date: 2025-02-16 14:04, Computer Name: BMA0008531, Username: jametim5 - Ran IP Finder script. 
Date: 2025-02-16 14:09, Computer Name: BMA0008531, Username: jametim5 - Ran PTX Health Check script. 
Date: 2025-02-16 16:24, Computer Name: BMA0008531, Username: jametim5 - Ran IP Finder script. 
Date: 2025-02-16 16:45, Computer Name: BMA0008531, Username: jametim5 - Ran PTX Health Check script. 
Date: 2025-02-17 15:38, Computer Name: BMA0008531, Username: lanebr - Ran IP Finder script. 
Date: 2025-02-17 21:01, Computer Name: BMA0008531, Username: lanebr - Ran PTX Health Check script. 
Date: 2025-02-17 22:18, Computer Name: BMA0005305, Username: coiabr5 - Ran IP Finder script. 
Date: 2025-02-17 22:18, Computer Name: BMA0005305, Username: coiabr5 - Ran PTX Health Check script. 
Date: 2025-02-18 16:57, Computer Name: BMA0008531, Username: lanebr - Ran IP Finder script. 
Date: 2025-02-18 16:58, Computer Name: BMA0008531, Username: lanebr - Ran PTX Health Check script. 
Date: 2025-02-19 2:55, Computer Name: BMA0005305, Username: coiabr5 - Ran IP Finder script. 
Date: 2025-02-19 2:55, Computer Name: BMA0005305, Username: coiabr5 - Ran PTX Health Check script. 
Date: 2025-02-19 6:42, Computer Name: BMA0008531, Username: lillg5 - Ran MineView Session script. 
Date: 2025-02-19 7:43, Computer Name: BMA0005305, Username: holtch5 - Ran IP Finder script. 
Date: 2025-02-19 7:43, Computer Name: BMA0005305, Username: holtch5 - Ran IP Finder script. 
Date: 2025-02-20 15:18, Computer Name: BMA0008531, Username: lillg5 - Ran PTX Health Check script. 
Date: 2025-02-20 15:19, Computer Name: BMA0008531, Username: lillg5 - Ran IP Finder script. 
Date: 2025-02-20 19:36, Computer Name: BMA0005305, Username: holtch5 - Ran IP Finder script. 
Date: 2025-02-21 8:49, Computer Name: BMA0005305, Username: holtch5 - Ran IP Finder script. 
Date: 2025-02-21 15:10, Computer Name: BMA0005305, Username: holtch5 - Ran IP Finder script. 
Date: 2025-02-21 15:11, Computer Name: BMA0005305, Username: holtch5 - Ran AVI/MM2 reboot script. 
Date: 2025-02-23 7:42, Computer Name: BMA0005305, Username: holtch5 - Ran PTX Health Check script. 
Date: 2025-02-23 8:01, Computer Name: BMA0005305, Username: holtch5 - Ran IP Finder script. 
Date: 2025-02-24 3:52, Computer Name: BMA0005305, Username: holtch5 - Ran PTX Uptime script. 
Date: 2025-02-24 9:35, Computer Name: BMA0005305, Username: holtch5 - Ran IP Finder script. 
Date: 2025-02-24 15:20, Computer Name: BMA0005305, Username: holtch5 - Ran AVI/MM2 reboot script. 
Date: 2025-02-25 2:20, Computer Name: BMA0008531, Username: LILLG5 - Ran PTX Uptime script. 
Date: 2025-02-25 4:03, Computer Name: BMA0005305, Username: holtch5 - Ran PTX Health Check script. 
Date: 2025-02-25 4:04, Computer Name: BMA0005305, Username: holtch5 - Ran PTX Health Check script. 
Date: 2025-02-25 11:10, Computer Name: BMA0005305, Username: holtch5 - Ran PTX Uptime script. 
Date: 2025-02-25 11:16, Computer Name: BMA0005305, Username: holtch5 - Ran PTX Uptime script. 
Date: 2025-02-25 16:34, Computer Name: BMA0005305, Username: holtch5 - Ran PTX Uptime script. 
Date: 2025-02-25 21:36, Computer Name: BMA0008531, Username: mephje - Ran PTX Health Check script. 
Date: 2025-02-25 21:37, Computer Name: BMA0008531, Username: mephje - Ran PTX Health Check script. 
Date: 2025-02-25 21:37, Computer Name: BMA0008531, Username: mephje - Ran Component Tracking script. 
Date: 2025-02-25 21:39, Computer Name: BMA0008531, Username: venejare - Ran PTX Health Check script. 
Date: 2025-02-26 6:42, Computer Name: BMA0005305, Username: welljaso - Ran IP Finder script. 
Date: 2025-02-26 6:42, Computer Name: BMA0005305, Username: welljaso - Ran PTX Health Check script. 
Date: 2025-02-26 8:12, Computer Name: BMA0005305, Username: welljaso - Ran PTX Uptime script. 
Date: 2025-02-26 22:41, Computer Name: BMA0005305, Username: welljaso - Ran PTX Health Check script. 
Date: 2025-02-27 9:00, Computer Name: BMA0005305, Username: welljaso - Ran PTX Uptime script. 
Date: 2025-02-27 12:04, Computer Name: BMA0005305, Username: welljaso - Ran PTX Uptime script. 
Date: 2025-02-28 1:15, Computer Name: BMA0005305, Username: greyde - Ran PTX Health Check script. 
Date: 2025-02-28 1:15, Computer Name: BMA0005305, Username: greyde - Ran PTX Health Check script. 
Date: 2025-02-28 1:16, Computer Name: BMA0005305, Username: greyde - Ran IP Finder script. 
Date: 2025-02-28 5:43, Computer Name: BMA0005305, Username: greyde - Ran IP Finder script. 
Date: 2025-03-01 8:05, Computer Name: BMA0005305, Username: greyde - Ran PTX Uptime script. 
Date: 2025-03-01 10:29, Computer Name: BMA0005305, Username: greyde - Ran PTX Uptime script. 
Date: 2025-03-01 10:29, Computer Name: BMA0005305, Username: greyde - Ran PTX Uptime script. 
Date: 2025-03-02 4:47, Computer Name: BMA0008531, Username: coiabr5 - Ran MineView Session script. 
Date: 2025-03-02 5:46, Computer Name: BMA0005305, Username: greyde - Ran IP Finder script. 
Date: 2025-03-02 5:46, Computer Name: BMA0005305, Username: greyde - Ran PTX Health Check script. 
Date: 2025-03-02 6:22, Computer Name: BMA0005305, Username: greyde - Ran MineView Session script. 
Date: 2025-03-02 22:21, Computer Name: BMA0005305, Username: greyde - Ran PTX Health Check script. 
Date: 2025-03-02 22:22, Computer Name: BMA0005305, Username: greyde - Ran AVI/MM2 reboot script. 
Date: 2025-03-03 4:23, Computer Name: BMA0005305, Username: greyde - Ran IP Finder script. 
Date: 2025-03-04 0:15, Computer Name: BMA0008531, Username: coiabr5 - Ran IP Finder script. 
Date: 2025-03-04 8:47, Computer Name: BMA0008531, Username: coiabr5 - Ran PTX Uptime script. 
Date: 2025-03-04 14:05, Computer Name: BMA0008531, Username: coiabr5 - Ran PTX Health Check script. 
Date: 2025-03-04 14:05, Computer Name: BMA0008531, Username: coiabr5 - Ran IP Finder script. 
Date: 2025-03-04 14:08, Computer Name: BMA0008531, Username: coiabr5 - Ran AVI/MM2 reboot script. 
Date: 2025-03-05 6:40, Computer Name: BMA0005305, Username: bauemi5 - Ran IP Finder script. 
Date: 2025-03-05 6:41, Computer Name: BMA0005305, Username: bauemi5 - Ran PTX Health Check script. 
Date: 2025-03-05 20:31, Computer Name: BMA0008531, Username: venejare - Ran IP Finder script. 
Date: 2025-03-05 20:31, Computer Name: BMA0008531, Username: venejare - Ran IP Finder script. 
Date: 2025-03-05 20:32, Computer Name: BMA0008531, Username: venejare - Ran IP Finder script. 
Date: 2025-03-05 21:42, Computer Name: BMA0008531, Username: venejare - Ran PTX Health Check script. 
Date: 2025-03-05 21:59, Computer Name: BMA0008531, Username: venejare - Ran IP Finder script. 
Date: 2025-03-05 21:59, Computer Name: BMA0008531, Username: venejare - Ran IP Finder script. 
Date: 2025-03-05 22:02, Computer Name: BMA0008531, Username: venejare - Ran PTX Health Check script. 
Date: 2025-03-06 4:09, Computer Name: BMA0008531, Username: venejare - Ran PTX Health Check script. 
Date: 2025-03-06 23:11, Computer Name: BMA0008531, Username: venejare - Ran IP Finder script. 
Date: 2025-03-06 23:12, Computer Name: BMA0008531, Username: venejare - Ran PTX Health Check script. 
Date: 2025-03-07 20:38, Computer Name: BMA0008531, Username: venejare - Ran IP Finder script. 
Date: 2025-03-07 20:39, Computer Name: BMA0008531, Username: venejare - Ran PTX Health Check script. 
Date: 2025-03-08 1:25, Computer Name: BMA0008531, Username: venejare - Ran AVI/MM2 reboot script. 
Date: 2025-03-08 7:51, Computer Name: BMA0005305, Username: bauemi5 - Ran IP Finder script. 
Date: 2025-03-08 7:51, Computer Name: BMA0005305, Username: bauemi5 - Ran PTX Health Check script. 
Date: 2025-03-08 21:52, Computer Name: BMA0008531, Username: venejare - Ran IP Finder script. 
Date: 2025-03-08 21:52, Computer Name: BMA0008531, Username: venejare - Ran IP Finder script. 
Date: 2025-03-09 14:53, Computer Name: BMA0008531, Username: venejare - Ran PTX Health Check script. 
Date: 2025-03-09 18:17, Computer Name: BMA0008531, Username: venejare - Ran IP Finder script. 
Date: 2025-03-09 18:20, Computer Name: BMA0008531, Username: venejare - Ran PTX Health Check script. 
Date: 2025-03-09 21:35, Computer Name: BMA0008531, Username: venejare - Ran AVI/MM2 reboot script. 
Date: 2025-03-10 0:12, Computer Name: BMA0008531, Username: venejare - Ran IP Finder script. 
Date: 2025-03-10 14:44, Computer Name: BMA0008531, Username: venejare - Ran PTX Health Check script. 
Date: 2025-03-10 18:29, Computer Name: BMA0008531, Username: venejare - Ran IP Finder script. 
Date: 2025-03-10 19:15, Computer Name: BMA0008531, Username: venejare - Ran IP Finder script. 
Date: 2025-03-11 2:17, Computer Name: BMA0008531, Username: venejare - Ran PTX Health Check script. 
Date: 2025-03-11 2:20, Computer Name: BMA0008531, Username: venejare - Ran AVI/MM2 reboot script. 
Date: 2025-03-11 18:29, Computer Name: BMA0008531, Username: venejare - Ran IP Finder script. 
Date: 2025-03-12 7:05, Computer Name: BMA0008531, Username: coiabr5 - Ran PTX Health Check script. 
Date: 2025-03-12 7:06, Computer Name: BMA0008531, Username: coiabr5 - Ran IP Finder script. 
Date: 2025-03-12 16:12, Computer Name: BMA0008531, Username: coiabr5 - Ran PTX Health Check script. 
Date: 2025-03-12 16:12, Computer Name: BMA0008531, Username: coiabr5 - Ran PTX Uptime script. 
Date: 2025-03-13 3:16, Computer Name: BMA0005305, Username: greyde - Ran PTX Health Check script. 
Date: 2025-03-13 14:17, Computer Name: BMA0005305, Username: greyde - Ran PTX Health Check script. 
Date: 2025-03-13 16:57, Computer Name: BMA0005305, Username: greyde - Ran PTX Uptime script. 
Date: 2025-03-13 16:57, Computer Name: BMA0005305, Username: greyde - Ran PTX Health Check script. 
Date: 2025-03-14 0:09, Computer Name: BMA0005305, Username: greyde - Ran PTX Health Check script. 
Date: 2025-03-14 13:00, Computer Name: BMA0005305, Username: greyde - Ran PTX Health Check script. 
Date: 2025-03-14 13:00, Computer Name: BMA0005305, Username: greyde - Ran IP Finder script. 
Date: 2025-03-15 15:00, Computer Name: BMA0005305, Username: greyde - Ran AVI/MM2 reboot script. 
Date: 2025-03-17 7:43, Computer Name: BMA0005305, Username: greyde - Ran IP Finder script. 
Date: 2025-03-17 7:43, Computer Name: BMA0005305, Username: greyde - Ran IP Finder script. 
Date: 2025-03-17 7:43, Computer Name: BMA0005305, Username: greyde - Ran Component Tracking script. 
Date: 2025-03-17 7:45, Computer Name: BMA0005305, Username: greyde - Ran IP Finder script. 
Date: 2025-03-17 9:00, Computer Name: BMA0008531, Username: coiabr5 - Ran PTX Uptime script. 
Date: 2025-03-17 11:13, Computer Name: BMA0008531, Username: coiabr5 - Ran PTX Health Check script. 
Date: 2025-03-17 11:21, Computer Name: BMA0008531, Username: coiabr5 - Ran AVI/MM2 reboot script. 
Date: 2025-03-17 12:03, Computer Name: BMA0008531, Username: coiabr5 - Ran AVI/MM2 reboot script. 
Date: 2025-03-18 20:52, Computer Name: BMA0008531, Username: coiabr5 - Ran AVI/MM2 reboot script. 
Date: 2025-03-19 8:14, Computer Name: BMA0008531, Username: LILLG5 - Ran PTX Uptime script. 
Date: 2025-03-20 7:23, Computer Name: BMA0008531, Username: LILLG5 - Ran PTX Uptime script. 
Date: 2025-03-20 21:56, Computer Name: BMA0008531, Username: LILLG5 - Ran PTX Uptime script. 
Date: 2025-03-21 12:47, Computer Name: BMA0008531, Username: LILLG5 - Ran PTX Health Check script. 
Date: 2025-03-23 7:47, Computer Name: BMA0008531, Username: LILLG5 - Ran IP Finder script. 
Date: 2025-03-23 20:15, Computer Name: BMA0008531, Username: LILLG5 - Ran PTX Uptime script. 
Date: 2025-03-24 11:14, Computer Name: BMA0008531, Username: LILLG5 - Ran AVI/MM2 reboot script. 
Date: 2025-03-25 6:39, Computer Name: BMA0008531, Username: LILLG5 - Ran PTX Uptime script. 
Date: 2025-03-25 8:28, Computer Name: BMA0005305, Username: holtch5 - Ran IP Finder script. 
Date: 2025-03-25 8:28, Computer Name: BMA0005305, Username: holtch5 - Ran IP Finder script. 
Date: 2025-03-25 8:28, Computer Name: BMA0005305, Username: holtch5 - Ran IP Finder script. 
Date: 2025-03-25 13:10, Computer Name: BMA0005305, Username: holtch5 - Ran PTX Health Check script. 
Date: 2025-03-25 21:17, Computer Name: BMA0008531, Username: mephje - Ran PTX Uptime script. 
Date: 2025-03-26 6:41, Computer Name: BMA0008531, Username: ocondani - Ran MineView Session script. 
Date: 2025-03-26 6:49, Computer Name: BMA0008531, Username: ocondani - Ran IP Finder script. 
Date: 2025-03-26 6:49, Computer Name: BMA0008531, Username: ocondani - Ran PTX Health Check script. 
Date: 2025-03-26 9:36, Computer Name: BMA0005305, Username: ashfko - Ran PTX Uptime script. 
Date: 2025-03-26 9:36, Computer Name: BMA0005305, Username: ashfko - Ran PTX Health Check script. 
Date: 2025-03-26 18:59, Computer Name: BMA0005305, Username: coiabr5 - Ran IP Finder script. 
Date: 2025-03-27 18:33, Computer Name: BMA0008531, Username: ocondani - Ran AVI/MM2 reboot script. 
Date: 2025-03-27 18:59, Computer Name: BMA0008531, Username: ocondani - Ran PTX Uptime script. 
Date: 2025-03-28 9:17, Computer Name: BMA0008531, Username: ocondani - Ran AVI/MM2 reboot script. 
Date: 2025-03-29 1:25, Computer Name: BMA0008531, Username: ocondani - Ran PTX Uptime script. 
Date: 2025-03-29 7:42, Computer Name: BMA0005305, Username: ashfko - Ran PTX Health Check script. 
Date: 2025-03-29 7:45, Computer Name: BMA0008531, Username: ocondani - Ran IP Finder script. 
Date: 2025-03-29 7:45, Computer Name: BMA0008531, Username: ocondani - Ran PTX Health Check script. 
Date: 2025-03-29 12:06, Computer Name: BMA0008531, Username: ocondani - Ran IP Finder script. 
Date: 2025-03-31 2:15, Computer Name: BMA0008531, Username: ocondani - Ran PTX Uptime script. 
Date: 2025-03-31 2:17, Computer Name: BMA0008531, Username: ocondani - Ran AVI/MM2 reboot script. 
Date: 2025-04-01 18:53, Computer Name: BMA0008531, Username: ocondani - Ran IP Finder script. 
Date: 2025-04-01 18:53, Computer Name: BMA0008531, Username: ocondani - Ran PTX Uptime script. 
Date: 2025-04-02 4:10, Computer Name: BMA0008531, Username: ocondani - Ran IP Finder script. 
Date: 2025-04-02 4:11, Computer Name: BMA0008531, Username: ocondani - Ran PTX Uptime script. 
Date: 2025-04-02 4:13, Computer Name: BMA0008531, Username: ocondani - Ran IP Finder script. 
Date: 2025-04-02 4:21, Computer Name: BMA0008531, Username: ocondani - Ran IP Finder script. 
Date: 2025-04-03 19:16, Computer Name: BMA0005305, Username: bauemi5 - Ran IP Finder script. 
Date: 2025-04-03 19:23, Computer Name: BMA0005305, Username: bauemi5 - Ran IP Finder script. 
Date: 2025-04-05 19:42, Computer Name: BMA0005305, Username: bauemi5 - Ran IP Finder script. 
Date: 2025-04-07 9:33, Computer Name: BMA0005305, Username: bauemi5 - Ran PTX Uptime script. 
Date: 2025-04-07 9:34, Computer Name: BMA0005305, Username: bauemi5 - Ran PTX Health Check script. 
Date: 2025-04-08 8:00, Computer Name: BMA0005305, Username: bauemi5 - Ran PTX Uptime script. 
Date: 2025-04-08 15:22, Computer Name: BMA0005305, Username: bauemi5 - Ran PTX Uptime script. 
Date: 2025-04-08 22:48, Computer Name: BMA0005305, Username: holtch5 - Ran IP Finder script. 
Date: 2025-04-09 6:59, Computer Name: BMA0008531, Username: coiabr5 - Ran IP Finder script. 
Date: 2025-04-09 7:19, Computer Name: BMA0008531, Username: coiabr5 - Ran PTX Health Check script. 
Date: 2025-04-09 13:37, Computer Name: BMA0005305, Username: greyde - Ran PTX Uptime script. 
Date: 2025-04-09 13:37, Computer Name: BMA0005305, Username: greyde - Ran PTX Health Check script. 
Date: 2025-04-10 6:43, Computer Name: BMA0008531, Username: lanebr - Ran IP Finder script. 
Date: 2025-04-10 7:34, Computer Name: BMA0008531, Username: lanebr - Ran IP Finder script. 
Date: 2025-04-10 7:35, Computer Name: BMA0008531, Username: lanebr - Ran PTX Health Check script. 
Date: 2025-04-10 7:35, Computer Name: BMA0008531, Username: lanebr - Ran PTX Health Check script. 
Date: 2025-04-10 14:08, Computer Name: BMA0008531, Username: lanebr - Ran IP Finder script. 
Date: 2025-04-10 14:08, Computer Name: BMA0008531, Username: lanebr - Ran PTX Health Check script. 
Date: 2025-04-10 14:10, Computer Name: BMA0008531, Username: lanebr - Ran AVI/MM2 reboot script. 
Date: 2025-04-10 16:49, Computer Name: BMA0008531, Username: lanebr - Ran PTX Health Check script. 
Date: 2025-04-11 6:24, Computer Name: BMA0008531, Username: lanebr - Ran IP Finder script. 
Date: 2025-04-11 8:05, Computer Name: BMA0008531, Username: lanebr - Ran PTX Uptime script. 
Date: 2025-04-11 8:10, Computer Name: BMA0008531, Username: lanebr - Ran IP Finder script. 
Date: 2025-04-11 8:10, Computer Name: BMA0008531, Username: lanebr - Ran PTX Health Check script. 
Date: 2025-04-11 8:29, Computer Name: BMA0008531, Username: lanebr - Ran PTX Uptime script. 
Date: 2025-04-11 15:53, Computer Name: BMA0008531, Username: lanebr - Ran PTX Uptime script. 
Date: 2025-04-11 15:55, Computer Name: BMA0008531, Username: lanebr - Ran AVI/MM2 reboot script. 
Date: 2025-04-11 16:00, Computer Name: BMA0008531, Username: lanebr - Ran PTX Uptime script. 
Date: 2025-04-12 11:08, Computer Name: BMA0008531, Username: lanebr - Ran PTX Uptime script. 
Date: 2025-04-12 15:49, Computer Name: BMA0008531, Username: lanebr - Ran IP Finder script. 
Date: 2025-04-12 19:20, Computer Name: BMA0008531, Username: lanebr - Ran PTX Health Check script. 
Date: 2025-04-12 19:23, Computer Name: BMA0008531, Username: lanebr - Ran PTX Uptime script. 
Date: 2025-04-13 4:46, Computer Name: BMA0008531, Username: lanebr - Ran AVI/MM2 reboot script. 
Date: 2025-04-13 7:03, Computer Name: BMA0008531, Username: lanebr - Ran PTX Health Check script. 
Date: 2025-04-13 7:29, Computer Name: BMA0008531, Username: lanebr - Ran IP Finder script. 
Date: 2025-04-13 8:31, Computer Name: BMA0008531, Username: lanebr - Ran PTX Health Check script. 
